設定項目番号,選択肢番号,カテゴリー,カスタマイズ項目（目的）,サイト別設定の可否,選択肢,設定方法,設定内容（Firefox 52）,Firefox 45→52での変更,設定内容（Firefox 45）,Firefox 38→45での変更,設定内容（Firefox 38）,設定内容（Firefox 31）,設定内容（Firefox 24）
Download-2,1,ファイルのダウンロード,ファイルの既定のダウンロード先,-,指定する：任意,MCDで設定を反映する,"defaultPref(""browser.open.lastDir"", ""（ディレクトリのパス）"");
defaultPref(""browser.download.lastDir"", ""（ディレクトリのパス）"");",,"defaultPref(""browser.open.lastDir"", ""（ディレクトリのパス）"");
defaultPref(""browser.download.lastDir"", ""（ディレクトリのパス）"");",,"defaultPref(""browser.open.lastDir"", ""（ディレクトリのパス）"");
defaultPref(""browser.download.lastDir"", ""（ディレクトリのパス）"");",変更無し,"defaultPref(""browser.open.lastDir"", ""（ディレクトリのパス）"");
defaultPref(""browser.download.lastDir"", ""（ディレクトリのパス）"");"
Download-2,2,,,,指定する：デスクトップ,MCDで設定を反映する,"pref(""browser.open.lastDir"", """");
pref(""browser.download.lastDir"", """");
pref(""browser.download.folderList"", 0);",,"pref(""browser.open.lastDir"", """");
pref(""browser.download.lastDir"", """");
pref(""browser.download.folderList"", 0);",,"pref(""browser.open.lastDir"", """");
pref(""browser.download.lastDir"", """");
pref(""browser.download.folderList"", 0);",,
Download-2,3,,,,指定しない（既定）,-,-,,-,,-,,
Download-3,1,ファイルのダウンロード,ファイルのダウンロード先ディレクトリの制御,-,全体で共通のディレクトリにダウンロードする,MCDで設定を反映する,"lockPref(""browser.download.lastDir.savePerSite"", false);",,"lockPref(""browser.download.lastDir.savePerSite"", false);",,"lockPref(""browser.download.lastDir.savePerSite"", false);",変更無し,"lockPref(""browser.download.lastDir.savePerSite"", false);"
Download-3,2,,,,サイトごとにダウンロード先ディレクトリを保持する（既定）,MCDで設定を反映する,"lockPref(""browser.download.lastDir.savePerSite"", true);",,"lockPref(""browser.download.lastDir.savePerSite"", true);",,"lockPref(""browser.download.lastDir.savePerSite"", true);",変更無し,"lockPref(""browser.download.lastDir.savePerSite"", true);"
Tab-1,1,タブ,複数のタブを閉じる際の警告の可否,-,警告する（既定）,MCDで設定を反映する,"lockPref(""browser.tabs.warnOnClose"", true);",,"lockPref(""browser.tabs.warnOnClose"", true);",,"lockPref(""browser.tabs.warnOnClose"", true);","lockPref(""browser.tabs.warnOnClose"", true);","defaultPref(""browser.tabs.warnOnClose"", true);"
Tab-1,2,,,,警告しない,MCDで設定を反映する,"lockPref(""browser.tabs.warnOnClose"", false);",,"lockPref(""browser.tabs.warnOnClose"", false);",,"lockPref(""browser.tabs.warnOnClose"", false);","lockPref(""browser.tabs.warnOnClose"", false);","defaultPref(""browser.tabs.warnOnClose"", false);"
Tab-1,3,,,,警告しないが、任意で警告を表示する状態に戻せる,MCDで設定を反映する,"if (!getPref(""browser.tabs.warnOnClose.initialized"")) {
  pref(""browser.tabs.warnOnClose"", false);
  pref(""browser.tabs.warnOnClose.initialized"", true);
}",,"if (!getPref(""browser.tabs.warnOnClose.initialized"")) {
  pref(""browser.tabs.warnOnClose"", false);
  pref(""browser.tabs.warnOnClose.initialized"", true);
}",新規,,,
Tab-2,1,タブ,「他のタブをすべて閉じる」の警告の可否,-,警告する（既定）,MCDで設定を反映する,"lockPref(""browser.tabs.warnOnCloseOtherTabs"", true);",,"lockPref(""browser.tabs.warnOnCloseOtherTabs"", true);",,"lockPref(""browser.tabs.warnOnCloseOtherTabs"", true);","lockPref(""browser.tabs.warnOnCloseOtherTabs"", true);",-
Tab-2,2,,,,警告しない,MCDで設定を反映する,"lockPref(""browser.tabs.warnOnCloseOtherTabs"", false);",,"lockPref(""browser.tabs.warnOnCloseOtherTabs"", false);",,"lockPref(""browser.tabs.warnOnCloseOtherTabs"", false);","lockPref(""browser.tabs.warnOnCloseOtherTabs"", false);",-
Tab-2,3,,,,警告しないが、任意で警告を表示する状態に戻せる,MCDで設定を反映する,"if (!getPref(""browser.tabs.warnOnCloseOtherTabs.initialized"")) {
  pref(""browser.tabs.warnOnCloseOtherTabs"", false);
  pref(""browser.tabs.warnOnCloseOtherTabs.initialized"", true);
}",,"if (!getPref(""browser.tabs.warnOnCloseOtherTabs.initialized"")) {
  pref(""browser.tabs.warnOnCloseOtherTabs"", false);
  pref(""browser.tabs.warnOnCloseOtherTabs.initialized"", true);
}",新規,,,
Tab-3,1,タブ,複数のタブを一度に開く際の警告の可否,-,警告する（既定）,MCDで設定を反映する,"lockPref(""browser.tabs.warnOnOpen"", true);",,"lockPref(""browser.tabs.warnOnOpen"", true);",,"lockPref(""browser.tabs.warnOnOpen"", true);","lockPref(""browser.tabs.warnOnOpen"", true);","defaultPref(""browser.tabs.warnOnOpen"", true);"
Tab-3,2,,,,警告しない,MCDで設定を反映する,"lockPref(""browser.tabs.warnOnOpen"", false);",,"lockPref(""browser.tabs.warnOnOpen"", false);",,"lockPref(""browser.tabs.warnOnOpen"", false);","lockPref(""browser.tabs.warnOnOpen"", false);","defaultPref(""browser.tabs.warnOnOpen"", false);"
Tab-3,3,,,,警告しないが、任意で警告を表示する状態に戻せる,MCDで設定を反映する,"if (!getPref(""browser.tabs.warnOnOpen.initialized"")) {
  pref(""browser.tabs.warnOnOpen"", false);
  pref(""browser.tabs.warnOnOpen.initialized"", true);
}",,"if (!getPref(""browser.tabs.warnOnOpen.initialized"")) {
  pref(""browser.tabs.warnOnOpen"", false);
  pref(""browser.tabs.warnOnOpen.initialized"", true);
}",新規,,,
Tab-4（廃止）,1,タブ,タブバーの表示の可否,-,常に表示する,-,Firefox 31時点で機能が廃止されたためカスタマイズ不可能,,Firefox 31時点で機能が廃止されたためカスタマイズ不可能,○,-,"廃止（Firefox 31）
true時の挙動がなくなりfalse時の挙動強制となったため実質的には変更無し。","defaultPref(""browser.tabs.autoHide"", false);"
Tab-4（廃止）,2,,,,タブが1つだけの時は隠す,-,Firefox 31時点で機能が廃止されたためカスタマイズ不可能,,Firefox 31時点で機能が廃止されたためカスタマイズ不可能,,Firefox 31時点で機能が廃止されたためカスタマイズ不可能,廃止,"defaultPref(""browser.tabs.autoHide"", true);"
Tab-5,1,タブ,新しいタブの内容,-,about:newtab（既定）,-,-,,-,,-,,
Tab-5,2,,,,何も表示しない,"1. アドオン「newtab.url」（ https://addons.mozilla.org/ja/firefox/addon/newtaburl-1/ ）を導入する。
2. MCDで設定を反映する","lockPref(""extensions.@newtaburl.dURL"", ""about:blank"");
lockPref(""browser.newtabpage.enabled"",false);
lockPref(""browser.newtabpage.enhanced"",false);
lockPref(""browser.newtabpage.directory.ping"","""");
lockPref(""browser.newtabpage.directory.source"",""about:blank"");",,"lockPref(""extensions.@newtaburl.dURL"", ""about:blank"");
lockPref(""browser.newtabpage.enabled"",false);
lockPref(""browser.newtabpage.enhanced"",false);
lockPref(""browser.newtabpage.directory.ping"","""");
lockPref(""browser.newtabpage.directory.source"",""about:blank"");",○,"lockPref(""browser.newtab.url"", ""about:blank"");
lockPref(""browser.newtabpage.enabled"",false);
lockPref(""browser.newtabpage.enhanced"",false);
lockPref(""browser.newtabpage.directory.ping"","""");
lockPref(""browser.newtabpage.directory.source"","""");",,
Tab-6,1,タブ,Webページによって開かれる新規ウィンドウを、代わりにタブで開く,-,許可する（既定）,-,-,,-,,-,,
Tab-6,2,,,,禁止する,MCDで設定を反映する,"lockPref(""browser.link.open_newwindow"", 2);
lockPref(""browser.link.open_newwindow.restriction"", 0);",,"lockPref(""browser.link.open_newwindow"", 2);
lockPref(""browser.link.open_newwindow.restriction"", 0);",,"lockPref(""browser.link.open_newwindow"", 2);
lockPref(""browser.link.open_newwindow.restriction"", 0);",,
Tab-7,1,タブ,既定の新しいタブで表示する内容,-,ユーザの設定を優先（既定）,-,-,,-,,-,,
Tab-7,2,,,,"「空白ページを表示」で固定
（Firefox 38以前では「白紙」で固定）","1. MCDで設定を反映する
2. アドオン「globalChrome.css」を導入する
3. globalChrome.cssで設定を反映する","MCD:
lockPref(""browser.newtabpage.enabled”, false);
lockPref(""browser.newtabpage.enhanced"", false);

globalChrome.css:
@-moz-document
  url-prefix(""about:newtab""),
  url-prefix(""chrome://browser/content/newtab/newTab.xul"")
  {
  *|*#newtab-customize-panel,
  *|*[id=""newtab-customize-panel""],
  *|*#newtab-customize-button,
  *|*[id=""newtab-customize-button""] {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",,"MCD:
lockPref(""browser.newtabpage.enabled”, false);
lockPref(""browser.newtabpage.enhanced"", false);

globalChrome.css:
@-moz-document
  url-prefix(""about:newtab""),
  url-prefix(""chrome://browser/content/newtab/newTab.xul"")
  {
  *|*#newtab-customize-panel,
  *|*[id=""newtab-customize-panel""],
  *|*#newtab-customize-button,
  *|*[id=""newtab-customize-button""] {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",,"MCD:
lockPref(""browser.newtabpage.enabled”, false);
lockPref(""browser.newtabpage.enhanced"", false);

globalChrome.css:
@-moz-document
  url-prefix(""about:newtab""),
  url-prefix(""chrome://browser/content/newtab/newTab.xul"")
  {
  *|*#newtab-customize-panel,
  *|*[id=""newtab-customize-panel""],
  *|*#newtab-customize-button,
  *|*[id=""newtab-customize-button""] {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",,
Tab-7,3,,,,"「よく見るサイトを表示」で固定
（Firefox 38以前では「クラシック」で固定）","1. MCDで設定を反映する
2. アドオン「globalChrome.css」を導入する
3. globalChrome.cssで設定を反映する","MCD:
lockPref(""browser.newtabpage.enabled”, true);
lockPref(""browser.newtabpage.enhanced"", false);

globalChrome.css:
@-moz-document
  url-prefix(""about:newtab""),
  url-prefix(""chrome://browser/content/newtab/newTab.xul"")
  {
  *|*#newtab-customize-panel,
  *|*[id=""newtab-customize-panel""],
  *|*#newtab-customize-button,
  *|*[id=""newtab-customize-button""] {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",,"MCD:
lockPref(""browser.newtabpage.enabled”, true);
lockPref(""browser.newtabpage.enhanced"", false);

globalChrome.css:
@-moz-document
  url-prefix(""about:newtab""),
  url-prefix(""chrome://browser/content/newtab/newTab.xul"")
  {
  *|*#newtab-customize-panel,
  *|*[id=""newtab-customize-panel""],
  *|*#newtab-customize-button,
  *|*[id=""newtab-customize-button""] {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",,"MCD:
lockPref(""browser.newtabpage.enabled”, true);
lockPref(""browser.newtabpage.enhanced"", false);

globalChrome.css:
@-moz-document
  url-prefix(""about:newtab""),
  url-prefix(""chrome://browser/content/newtab/newTab.xul"")
  {
  *|*#newtab-customize-panel,
  *|*[id=""newtab-customize-panel""],
  *|*#newtab-customize-button,
  *|*[id=""newtab-customize-button""] {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",,
Tab-7,4,,,,"「よく見るサイトを表示/おすすめサイトも表示=ON」で固定
（Firefox 38以前では「拡張」で固定）","1. MCDで設定を反映する
2. アドオン「globalChrome.css」を導入する
3. globalChrome.cssで設定を反映する","MCD:
lockPref(""browser.newtabpage.enabled”, true);
lockPref(""browser.newtabpage.enhanced"", true);

globalChrome.css:
@-moz-document
  url-prefix(""about:newtab""),
  url-prefix(""chrome://browser/content/newtab/newTab.xul"")
  {
  *|*#newtab-customize-panel,
  *|*[id=""newtab-customize-panel""],
  *|*#newtab-customize-button,
  *|*[id=""newtab-customize-button""] {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",,"MCD:
lockPref(""browser.newtabpage.enabled”, true);
lockPref(""browser.newtabpage.enhanced"", true);

globalChrome.css:
@-moz-document
  url-prefix(""about:newtab""),
  url-prefix(""chrome://browser/content/newtab/newTab.xul"")
  {
  *|*#newtab-customize-panel,
  *|*[id=""newtab-customize-panel""],
  *|*#newtab-customize-button,
  *|*[id=""newtab-customize-button""] {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",,"MCD:
lockPref(""browser.newtabpage.enabled”, true);
lockPref(""browser.newtabpage.enhanced"", true);

globalChrome.css:
@-moz-document
  url-prefix(""about:newtab""),
  url-prefix(""chrome://browser/content/newtab/newTab.xul"")
  {
  *|*#newtab-customize-panel,
  *|*[id=""newtab-customize-panel""],
  *|*#newtab-customize-button,
  *|*[id=""newtab-customize-button""] {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",,
Tab-7,5,,,,"「よく見るサイトを表示」以下の「おすすめサイトも表示」のみ選択禁止
（Firefox 38以前では「拡張」のみ禁止）","1. MCDで設定を反映する
2. アドオン「globalChrome.css」を導入する
3. globalChrome.cssで設定を反映する","MCD:
lockPref(""browser.newtabpage.enhanced"", false);

globalChrome.css:
@-moz-document
  url-prefix(""about:newtab""),
  url-prefix(""chrome://browser/content/newtab/newTab.xul"")
  {
  *|*#newtab-customize-enhanced,
  *|*[id=""newtab-customize-enhanced""] {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",,"MCD:
lockPref(""browser.newtabpage.enhanced"", false);

globalChrome.css:
@-moz-document
  url-prefix(""about:newtab""),
  url-prefix(""chrome://browser/content/newtab/newTab.xul"")
  {
  *|*#newtab-customize-enhanced,
  *|*[id=""newtab-customize-enhanced""] {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",,"MCD:
lockPref(""browser.newtabpage.enhanced"", false);

globalChrome.css:
@-moz-document
  url-prefix(""about:newtab""),
  url-prefix(""chrome://browser/content/newtab/newTab.xul"")
  {
  *|*#newtab-customize-enhanced,
  *|*[id=""newtab-customize-enhanced""] {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",,
